date,Time precision,country,Country ISO,Latitude,Longitude,Geo precision,Admin 1,Location where sexual violence was committed,Event Description,Reported Perpetrator,Perpetrator Group Name,Single and group perpetrators ,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of reported victims,Reported deaths following the sexual violence,SiND Event ID
#date +occurred,,#country,#country_ISO,#geo +lac,#geo +lon,,#adm1,#loc,,#group +perp,#group +perp +name,,#weapons,,#sex,,,,,,,
11/03/2022,Exact Date,DRC,COD,-1.392837705,28.81072281,"(3)District, Communicipality or Commune ",North Kivu,In captivity,"March 2022: In North Kivu, a woman was abducted and raped in captivity by three unidentified men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32784
12/03/2022,Exact Date,DRC,COD,-1.1869031,29.4461316,"(3)District, Communicipality or Commune ",North Kivu,In captivity,"March 2022: In North Kivu, a woman was abducted and raped in captivity by unidentified armed men. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32785
07/03/2022,Exact Date,DRC,COD,-4.690320745,27.69158376,(1)Exact location,Maniema,In captivity,"March 2022: In Maniema province, two women were kidnapped and raped in captivity by Mai-Mai militiamen from Malaika-Hercules faction.",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,32861
01/03/2022,Exact Date,DRC,COD,-1.362405163,29.35418107,(1)Exact location,North Kivu,In captivity,"March 2022: In North Kivu province, a woman was abducted and raped whilst in captivity by unidentified armed men. The perpetrators also forced the woman to carry looted belongings.  ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32862
19/03/2022,Exact Date,DRC,COD,-1.229001203,29.40628052,(2)25 km precision ,North Kivu,In captivity,"March 2022: In North Kivu, a woman was abducted and raped by unidentified armed men whilst in captivity. Another woman and three men were also kidnapped and a ransom was demanded. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32863
07/04/2022,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,0.487970189,29.46259112,(2)25 km precision ,North Kivu,No information ,"April 2022: In North Kivu province, a woman was killed after unidentified armed men attempted to rape her. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",AttemptedSexualAssault,CRSV,Gang SV assault,1,1,32864
16/04/2022,Exact Date,DRC,COD,1.56713016,30.24976745,(1)Exact location,Ituri,"Public Building, Market or Public Area ","April 2022: In Ituri province, policemen undressed and touched a male journalist's private parts as he was going to pray in a mosque. The officers robbed several of his belongings, including his mobile phone even after he presented his credentials. Several media outlets announced their suspension of national police coverage.",Police,DRC National Police,Group perpetrator,Firearms,Civilian ,Male,"Adult, ",UnwantedSexualTouching,SV by security personnel,Intimation,1,,32865
17/04/2022,Exact Date,DRC,COD,-1.298106709,29.54704285,(1)Exact location,North Kivu,No information ,"April 2022: In North Kivu province, a pregnant woman was raped by M23 rebels",NSA,March 23 Movement,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32866
19/04/2022,Exact Date,DRC,COD,2.030843701,30.72243694,(1)Exact location,Ituri,"Street, road or field ","April 2022: In Ituri province, a woman was raped by CODECO-ARDPC fighters after they attacked civilians on their farms. They also killed 10 people (including 3 children), injured 5 others and took one hostage. Residents in the area fled the area following the attack.",NSA,Coalition of Congolese Democrats (Armed Wing),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32867
28/04/2022,Exact Date,DRC,COD,-2.324258131,28.56788635,(1)Exact location,South Kivu,No information ,"April 2022: In South Kivu, six women were raped by Raia Mutomboki militants.",NSA,Raiya Mutomboki,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,32914
28/04/2022,Exact Date,DRC,COD,-3.312933602,28.9039135,(1)Exact location,South Kivu,No information ,"April 2022: In South Kivu province, seven women were raped by Imbonerakure. They also beat three other civilians.",NSA,Imbonerakure (Burundi),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,7,,32915
15/05/2022,Exact Date,DRC,COD,-2.324172371,28.56780052,(1)Exact location,South Kivu,No information ,"May 2022: In South Kivu, six women were raped by Raia Mutomboki. Repeated assaults against women have created panic in the village. _x000D_
",NSA,Raiya Mutomboki,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,32916
13/05/2022,Exact Date,DRC,COD,-2.324086611,28.56805801,(1)Exact location,South Kivu,No information ,"May 2022: In South Kivu territory, four women were raped by Raia Mutomboki militants. There have been repeated attack on women in the village in the past month. ",NSA,Raiya Mutomboki,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,4,,32917
08/05/2022,Exact Date,DRC,COD,1.944893116,30.10734558,(2)25 km precision ,Ituri,No information ,"May 2022: In Ituri province, six women were raped by CODECO militiamen after they raided the 'Blanquette' goldmine. The perpetrators also set the village on fire.",NSA,Coalition of Congolese Democrats (Armed Wing),Group perpetrator,Arson,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,32918
13/01/2022,Exact Date,DRC,COD,1.175969521,30.13086319,(2)25 km precision ,Ituri,No information ,"January 2022: In Ituri province, a woman was killed after her sexual organs were cut out by a member of the FRPI.",NSA,FRPI Front for Patriotic Resistance in Ituri,Single perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",CuttingOff/InjuringSexualOrgans,CRSV,Single rape/sv assault ,1,1,32919
27/05/2022,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,9.016701042,37.66671181,(1)Exact location,Oromia Region,In captivity,"May 2022: In Oromia region, a woman was raped for 16 days by members of Oromo Liberation Front (OLF)-Shane when the bus she was travelling on was stopped. Her three-year-old daughter was also kidnapped and forced to witness the attack.",NSA,Oromo Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,32931
09/06/2022,Week-The event occurred within the week of this date ,Sudan,SDN,12.17104005,31.45885783,(2)25 km precision ,South Kordofan State,Hospital or clinic  ,June 2022: A nurse was raped at gunpoint at a health clinic by three gunmen.,NSA,Unidentified armed actor,Group perpetrator,Firearms,Health Worker ,Female,"Adult, ",Rape,Health workers experienced sexual violence,Gang SV assault,1,,32977
16/06/2022,Week-The event occurred within the week of this date ,Sudan,SDN,12.16908936,31.31988039,(2)25 km precision ,South Kordofan State,Hospital or clinic  ,June 2022: A nurse was raped and teachers assaulted by three armed men during a attack of a clinic.,NSA,Unidentified armed actor,Group perpetrator,Fist and foot,Health Worker ,Female,"Adult, ",Rape,Health workers experienced sexual violence,Gang SV assault,1,,33217
14/06/2022,Exact Date,DRC,COD,-4.051432949,27.52607346,(2)25 km precision ,Maniema,"Street, road or field ","June 2022: In Maniema province, a member of the military reportedly raped a woman returning from the fields. ",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Single rape/sv assault ,1,,33279
27/06/2022,Exact Date,DRC,COD,-1.187296762,29.4459343,(2)25 km precision ,North Kivu,No information ,"June 2022: In North Kivu, a 13-year-old female IDP was raped by armed men. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,33280
20/06/2022,Month- The event occurred within this month,Ethiopia,ETH,11.35416278,39.65103149,(1)Exact location,Amhara Region,Under arrest or detention,"June 2022: In Amhara state, smugglers, including members of the Ethiopian military, have been harassing Tigray women and asking them for sex in exchange for their release from detention camps.",State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",TransactionalSex,SV by security personnel,Not applicable,2,,33281
06/06/2022,Exact Date,South Sudan,SSD,4.338879859,31.07551575,(2)25 km precision ,Central Equatoria,No information ,"June 2022: In Central Equatoria state, armed cattle herders from the Dinka tribe raped and killed two teenagers.",Other,Dinka,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,2,2,33282
08/06/2022,Exact Date,South Sudan,SSD,4.840575396,31.59118652,"(3)District, Communicipality or Commune ",Central Equatoria,No information ,"June 2022: In Central Equatoria state, a 15-year-old girl was raped and killed by armed men",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,1,33283
28/06/2022,Year -The event occurred in this year,South Sudan,SSD,4.0941656,30.6757097,"(3)District, Communicipality or Commune ",Central Equatoria,Not applicable ,"June 2022: In Central Equatoria, four South Sudan Peopleâ€™s Defence Forces (SSPDF) soldiers were convicted of rape and sentenced to a jail term of five years each and ordered to monetarily compensate their victims. The soldiers were part of 15 SSPDF soldiers who were convicted by the General Military Court for murder, rape and causing serious bodily injury. ",State military,South Sudan People's Defence Force,Group perpetrator,Firearms,Civilian ,Unclear,"Unspecified, ",Rape,SV by security personnel,Mass SV assault,4,,33286
31/05/2022,Exact Date,Sudan,SDN,11.00725249,29.71389771,(5)Linear feature e.g. along a road or river ,South Kordofan State,"Street, road or field ","May 2022: In South Kordofan state, four women were raped by a group of gunmen who reportedly intercepted the vehicle they were onboard. Later on the same day, suspects were arrested in relation to the incident. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,4,,33288
11/06/2022,Week-The event occurred within the week of this date ,Sudan,SDN,13.47109945,23.29925537,"(3)District, Communicipality or Commune ",West Darfur State,No information ,"June 2022: In West Darfur state, at least six women were raped amid clashes between Gimir and Rizeigat tribesmen. ",Other,"Rizeigat, Tribesmen",Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,33297
09/05/2022,Exact Date,Sudan,SDN,13.61796011,25.34683228,"(3)District, Communicipality or Commune ",North Darfur State,"Street, road or field ","May 2022: In North Darfur state, six IDP women were raped by gunmen. It was reported that the police arrested five men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,33298
15/06/2022,Exact Date,Ukraine,UKR,47.27229921,35.22242546,(1)Exact location,Zaporizhia Oblast,No information ,"June 2022: In Zaporizhzhia Oblast, a woman was raped by a Russian soldier",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,33306
06/06/2022,Exact Date,Ukraine,UKR,46.75842517,36.78434359,(1)Exact location,Zaporizhia Oblast,No information ,"June 2022: In Zaporizhzhia Oblast, a 29-year-old woman was threatened and raped by a Russian soldier.",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,33332
26/03/2022,Exact Date,Ukraine,UKR,47.09599361,37.55264588,(2)25 km precision ,Donetsk Oblast,Victims home ,"March 2022: In Donetsk oblast, a 19-year-old girl hiding in the basement of a building was raped by a Russian soldier, reportedly a Chechen fighter from the Russian region of North Caucasus, wearing a black balaclava.",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,33334
13/07/2022,Week-The event occurred within the week of this date ,Ukraine,UKR,48.56509667,39.28019387,(2)25 km precision ,Luhansk Oblast,No information ,"July 2022: In Luhansk Oblast, eight women were raped and killed by an unspecified number of Russian soldier(s). ",State military,Armed Forces of the Russian Federation,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,8,8,33843
28/07/2022,Close -The exact date is within 2-6 days of the indicated date,Ukraine,UKR,47.86723082,37.51649468,(6)Contry,Donetsk Oblast,No information ,"July 2022: In an unspecified location, videos alleged to show a Russian soldier castrating and killing a captured Ukrainian soldier have been circulating on social media and have prompted a Ukrainian investigation into possible torture. The videos first appeared on a pro-Russian Telegram channel.",State military,Armed Forces of the Russian Federation,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Male,"Adult, ",CuttingOff/InjuringSexualOrgans,CRSV,Gang SV assault,1,1,33853
04/07/2022,Exact Date,Sudan,SDN,12.16296774,31.30188039,(1)Exact location,South Kordofan State,"Public Building, Market or Public Area ","July 2022: In South Kordofan state, an unspecified number of girlsâ€™ clothing were torn by members of a joint security force (affiliated with signatories of the Juba Peace Agreement rebel groups). They also beat and shaved the hair of an unspecified number of men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",StrippedNaked/TornClothes,CRSV,Intimation,2,,33857
18/07/2022,Exact Date,Sudan,SDN,13.62151923,25.35783391,(2)25 km precision ,North Darfur State,"Street, road or field ","July 2022: In North Darfur state, a female student was raped and murdered while on her way to her university residence. The perpetrator has not been identified. ",No Information,Unidentified armed actor,No information,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,SV of beneficiaries,No information,1,1,33858
29/07/2022,Month- The event occurred within this month,South Sudan,SSD,5.338936613,30.31859949,"(3)District, Communicipality or Commune ",Western Equatoria,No information ,"July 2022: In Western Equatoria state, a male teacher was arrested for allegedly raping a 16-year-old female student.",Employee,Employee,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,Safeguarding,Single rape/sv assault ,1,,33861
01/07/2022,Exact Date,South Sudan,SSD,8.7693352,27.3962085,"(3)District, Communicipality or Commune ",Northern Bahr el Ghazal,No information ,"July 2022: In Northern Bahr el Ghazal state, two teachers were arrested after allegedly sexually assaulting a female student. The incident allegedly occurred on 1 July 2022 and again two weeks later.",Employee,Employee,Group perpetrator,No information on weapons,Civilian ,Female,"Minor, ",AttemptedSexualAssault,Safeguarding,Gang SV assault,1,,33864
07/07/2022,Close -The exact date is within 2-6 days of the indicated date,South Sudan,SSD,8.054697286,28.89861658,(2)25 km precision ,Warrap,Under arrest or detention,"July 2022: In Warrap state, an unspecified number of women were beaten, detained and sexually assaulted by South Sudan Peopleâ€™s Defence Forces (SSPDF) who were deployed to the area following serious violence a week and a half prior.  ",State military,South Sudan People's Defence Force,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",SexualAssault,CRSV,Mass SV assault,3,,33880
05/07/2022,Exact Date,DRC,COD,1.351193098,29.49920423,(2)25 km precision ,Ituri,"Street, road or field ","July 2022: In Ituri province, a woman was raped by two FARDC soldiers while she was returning from the fields. The soldiers were arrested on 07 July. ",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Gang SV assault,1,,33882
21/08/2022,Exact Date,Ukraine,UKR,46.84328581,35.38192644,(2)25 km precision ,Zaporizhia Oblast,"Street, road or field ","August 2022. In Zaporizhzhia Oblast, a Russian soldier reportedly attempted to rape a Ukrainian girl in the street. However, he was reportedly stopped by Ukrainian civilians who attacked him.",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",AttemptedSexualAssault,CRSV,Single rape/sv assault ,1,,33885
01/03/2022,Week-The event occurred within the week of this date ,Ukraine,UKR,47.39772952,32.43815133,"(3)District, Communicipality or Commune ",Mykolaiv Oblast,Victims home ,"March 2022: In Mykolaiv Oblast, a Ukrainian 31-year-old woman was raped by a Russian soldier inside her home. She and her child were also threatened with violence. The soldier was allegedly carrying out filtering measures and checking all the residents of the village.  ",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,33886
15/05/2022,Month- The event occurred within this month,Ukraine,UKR,46.65069313,32.62622643,"(3)District, Communicipality or Commune ",Kherson Oblast,No information ,"May 2022: In Kherson region, Russian forces several times raped Ukrainian children. At least three children died as a result of the sexual violence. Further casualties unknown.",State military,Armed Forces of the Russian Federation,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,5,3,33890
26/01/2022,Exact Date,DRC,COD,-5.937019599,29.1784966,(1)Exact location,Tanganyika,Hospital or clinic  ,January 2022: A nurse was sexually assaulted during an attempted rape by two unidentified armed individuals. They stole belongings from patients.,No Information,Unidentified armed actor,Group perpetrator,Firearms,Health Worker ,Female,"Adult, ",AttemptedSexualAssault,Health workers experienced sexual violence,Gang SV assault,1,,34203
04/03/2022,Exact Date,DRC,COD,-5.347400518,27.02170189,(1)Exact location,Tanganyika,Hospital or clinic  ,March 2022: A pharmacy guard was raped and the pharmacy stolen by unidentified individuals with machetes.,Criminal,Criminal,Group perpetrator,"Blunt, dagger, knife  and machetes",Health Worker ,Unclear,"Adult, ",Rape,Health workers experienced sexual violence,Gang SV assault,1,,34301
06/09/2022,Exact Date,DRC,COD,-1.2175726,29.51291828,(1)Exact location,North Kivu,Under arrest or detention,"September 2022: In North Kivu province, a 20-year-old woman was abducted and raped by three M23 (March 23 Movement) fighters.",NSA,March 23 Movement,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,34799
08/09/2022,Week-The event occurred within the week of this date ,DRC,COD,1.9368525,30.0458305,(2)25 km precision ,Ituri,No information ,"September 2022: In Ituri province, two women and five minor girls were reportedly raped in the space of a week. The number of rapes has increased due to heightened insecurity linked to activity by armed groups in the area.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, Adult, ",Rape,CRSV,Mass SV assault,7,,34800
05/09/2022,Week-The event occurred within the week of this date ,DRC,COD,1.915247,30.503844,"(3)District, Communicipality or Commune ",Ituri,Victims home ,"September 2022: In Ituri province, a woman was raped by CODECO militiamen. Her infant was also killed during the attack. The woman's husband had reportedly refused to join the militia.",NSA,Coalition of Congolese Democrats (Armed Wing),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,34801
15/09/2022,Month- The event occurred within this month,DRC,COD,1.4418677,30.4833698,(1)Exact location,Ituri,No information ,"September 2022: In Tchomia village, Djugu territory, Ituri province, a woman was raped by five armed men.The number of rapes has increased due to heightened insecurity linked to activity by armed groups in the area",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,34802
22/07/2022,Exact Date,South Sudan,SSD,8.7693352,27.3962085,"(3)District, Communicipality or Commune ",Northern Bahr el Ghazal,Victims home ,July 2022: two teachers were arrested after allegedly sexually assaulting a female student.,Employee,Employee,Group perpetrator,No information on weapons,Civilian ,Unclear,"Minor, ",AttemptedSexualAssault,Safeguarding,Gang SV assault,1,,34820
29/08/2022,Exact Date,DRC,COD,0.0248185,29.10355637,(1)Exact location,North Kivu,No information ,"August 2022: In North Kivu province, a 16-year-old girl was allegedly raped by Mai-Mai militia",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,34827
30/08/2022,Exact Date,DRC,COD,-1.1869031,29.4461316,"(3)District, Communicipality or Commune ",North Kivu,Victims home ,"August 2022: In North Kivu, a male dressed in a Republic Guard uniform fatally shot an 18-year-old girl after she rejected his sexual advances. ",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",AttemptedSexualAssault,SV by security personnel,Single rape/sv assault ,1,1,34830
22/08/2022,Exact Date,Sudan,SDN,12.5169852,26.146546,"(3)District, Communicipality or Commune ",North Darfur State,"Street, road or field ","August 2022: In North Darfur state, three girls aged between 14 - 16 were raped by at least three militiamen while working on their farm.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,3,,34831
14/08/2022,Exact Date,Sudan,SDN,13.3130123,25.08544712,(2)25 km precision ,North Darfur State,Victims home ,"August 2022: In North Darfur state, seven militiamen attacked and attempted to rape a woman after they broke into her home. After she resisted, the woman was shot and wounded.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",AttemptedSexualAssault,CRSV,Gang SV assault,1,,34832
12/09/2022,Week-The event occurred within the week of this date ,DRC,COD,0.129318114,29.32205152,(2)25 km precision ,North Kivu,Victims home ,"September 2022: In North Kivu province, men armed with guns and knives were reportedly behind a spate of incidents, including an attempted rape of a woman.",NSA,Unidentified armed actor,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",AttemptedSexualAssault,CRSV,Gang SV assault,1,,34833
14/09/2022,Exact Date,DRC,COD,-0.1586686,29.2385988,"(3)District, Communicipality or Commune ",North Kivu,No information ,"September 2022: In North Kivu province, a woman was reportedly raped by a Congolese military soldier.  ",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Single rape/sv assault ,1,,34834
22/10/2022,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,-2.227603262,28.83087158,(2)25 km precision ,South Kivu,No information ,"September 2022: In South Kivu province, a minor girl was reportedly raped by three men who have links to a well-known highway robber.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,34835
29/09/2022,Exact Date,DRC,COD,-2.369167113,28.49624533,(2)25 km precision ,South Kivu,No information ,"September 2022: In South Kivu province, armed Mai-Mai Raiya Mutomboki militants reportedly raped three women. The victims were taken to a medical centre to receive healthcare.",NSA,Raiya Mutomboki,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,3,,34837
07/09/2022,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,9.178024575,37.94952393,(2)25 km precision ,Oromia Region,No information ,"September 2022: In Oromia region, a woman was raped by Ethiopian government soldiers (assumed to be Oromia regional special forces. The woman died before reaching the hospital",State military,Ethiopian National Defense Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Gang SV assault,1,1,34854
08/09/2022,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,12.62604456,39.03625698,(2)25 km precision ,Amhara Region,No information ,"September 2022: In Amhara region, an unspecified number of women were raped by Tigray Peopleâ€™s Liberation Front (TPLF) forces who also looted private and public properties.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,34855
16/09/2022,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,12.62515122,39.03625698,(2)25 km precision ,Amhara Region,No information ,"September 2022: In Amhara region, at least one woman and two girls were raped by TPLF forces",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Minor, Adult, ",Rape,CRSV,Mass SV assault,3,,34856
19/09/2022,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,13.45198423,38.06256294,(1)Exact location,Amhara Region,No information ,"September 2022: In Amhara region, an 11-year-old girl and her mother were raped by TPLF forces. The girl died as a result of the attack. According to the local government, 70 women have reported being raped by TPLF forces in the town. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Minor, Adult, ",Rape,CRSV,Mass SV assault,2,1,34857
16/09/2022,Exact Date,DRC,COD,-3.87584388,29.09620241,(1)Exact location,South Kivu,"Street, road or field ","September 2022: In South Kivu province, five women were raped in a field by unidentified armed men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,34858
12/09/2022,Exact Date,South Sudan,SSD,4.3396843,31.0755257,"(3)District, Communicipality or Commune ",Central Equatoria,No information ,"September 2022: In Central Equatoria state, a 17-year-old girl and a 19-year-old woman were raped by men wearing South Sudanâ€™s People Defence Forces (SSPDF) uniforms.",State military,South Sudan People's Defence Force,Group perpetrator,Firearms,Civilian ,Female,"Minor, Adult, ",Rape,CRSV,Mass SV assault,2,,34861
13/09/2022,Exact Date,South Sudan,SSD,4.2244,33.1944,(2)25 km precision ,Eastern Equatoria,"Street, road or field ","September 2022: In Central Equatoria, six motorcyclists were stripped naked and robbed of their belongings by unidentified armed men who ambushed them",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Male,"Minor, ",StrippedNaked/TornClothes,CRSV,Intimation,6,,34863
03/10/2022,Exact Date,DRC,COD,-2.337036325,27.60074708,(2)25 km precision ,South Kivu,In captivity,"October 2022: In South Kivu, four women were raped in captivity by six unidentified armed men ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,4,,35519
14/10/2022,Exact Date,DRC,COD,-4.681652304,28.65200061,(2)25 km precision ,South Kivu,No information ,"October 2022: In South Kivu, a man was attacked and had his genital parts mutilated by a FARDC soldier.",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",CuttingOff/InjuringSexualOrgans,SV by security personnel,Single rape/sv assault ,1,,35520
05/10/2022,Week-The event occurred within the week of this date ,Ethiopia,ETH,12.01111429,39.62288125,(2)25 km precision ,Amhara Region,No information ,"October 2022: In Amhara region, Tigray Peopleâ€™s Liberation Front (TPLF) forces reportedly gang-raped a 70-year-old woman whilst subjecting her to ethnic slurs.  ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,35521
30/09/2022,Close -The exact date is within 2-6 days of the indicated date,South Sudan,SSD,3.6866147,30.7761596,(2)25 km precision ,Central Equatoria,No information ,"September - 03 October: In Central Equatoria State, two women were raped by members of the Sudan Peopleâ€™s Liberation Army-In Opposition (SPLA-IO). The perpetrators also looted goods, goats and cows and harvested food produce",NSA,SPLA-IO Sudan People's Liberation Army in Opposition,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,35538
28/10/2022,Exact Date,South Sudan,SSD,4.147146153,30.58388306,(2)25 km precision ,Central Equatoria,No information ,"October 2022: In Central Equatoria, an unspecified number of rapes occurred after South Sudan Peopleâ€™s Defence Forces (SSPDF) stormed the city. The soldiers also arbitrarily arrested residents, looted and burned civilian houses.",State military,South Sudan People's Defence Force,Group perpetrator,Arson,Civilian ,Unclear,"Unspecified, ",Rape,SV by security personnel,Mass SV assault,3,,35539
10/10/2022,Exact Date,Sudan,SDN,12.38292834,23.13720244,(2)25 km precision ,Central Darfur,"Street, road or field ","October 2022: In Central Darfur state, a 17-year-old girl was raped by three armed men armed with hand weapons, reportedly belonging to the Mihiria Arab tribes and affiliated with the Rapid Support Forces. ",Other,Arab tribesmen,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,35540
16/10/2022,Exact Date,Sudan,SDN,12.01783034,22.73772938,(2)25 km precision ,Central Darfur,No information ,"October 2022: In West Darfur, a girl was raped at gunpoint by Darfur communal militiamen",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,35542
03/09/2022,Exact Date,Sudan,SDN,13.83407961,22.39151089,(2)25 km precision ,West Darfur State,"Street, road or field ","September 2022: In West Darfur state, a 16-year-old female IDP was raped by two armed men near the farm she was working on. The victim was later taken to a health centre in a serious condition",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,35547
